ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_10016	Eukaryota	Euglenozoa	zzOther	zzOther	zzOther	zzOther	zzOther
ASV_10017	Eukaryota	Cnidaria	zzOther	zzOther	NA	NA	NA
ASV_10018	Eukaryota	Annelida	Polychaeta	Spionida	zzOther	zzOther	zzOther
ASV_10019	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_1002	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Kareniaceae	NA	NA
ASV_10020	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Gymnodiniaceae	NA	NA
ASV_10021	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	NA
ASV_10022	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	NA	NA
ASV_10023	Eukaryota	Ciliophora	Spirotrichea	Strombidiidae__o	Strombidiidae	NA	NA
ASV_10024	Eukaryota	Dinophyceae__p	Dinophyceae	zzOther	zzOther	zzOther	zzOther
ASV_10025	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10026	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10027	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10028	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10029	Eukaryota	Ciliophora	Spirotrichea	zzOther	zzOther	NA	NA
ASV_1003	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10030	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10031	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	Lepidodinium viride
ASV_10032	Eukaryota	Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	NA
ASV_10033	Eukaryota	Cercozoa	NA	NA	NA	NA	NA
ASV_10034	Eukaryota	Bigyra__p	Bigyra	Nanomonadea	Solenicola__f	Solenicola	NA
ASV_10035	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10036	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	zzOther	NA	NA
ASV_10037	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10038	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	NA
ASV_10039	Eukaryota	Bigyra__p	Bigyra	Nanomonadea	NA	NA	NA
ASV_1004	Eukaryota	Ciliophora	Spirotrichea	NA	NA	NA	NA
ASV_10040	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10041	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10042	Eukaryota	Rhodophyta	Florideophyceae	zzOther	zzOther	zzOther	zzOther
ASV_10043	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	NA	NA
ASV_10044	Eukaryota	Polycystinea__p	Polycystinea	Spumellaria	NA	NA	NA
ASV_10045	Eukaryota	Annelida	Polychaeta	zzOther	NA	NA	NA
ASV_10046	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10047	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	NA
ASV_10048	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	NA
ASV_1005	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10050	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10051	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10052	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10053	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10054	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	NA	NA	NA
ASV_10055	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Syndiniaceae	NA	NA
ASV_10056	Eukaryota	Dinophyceae__p	Dinophyceae	Prorocentrales	NA	NA	NA
ASV_10057	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Gymnodiniaceae	NA	NA
ASV_10058	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	zzOther	NA	NA
ASV_10059	Eukaryota	Haptophyta	NA	NA	NA	NA	NA
ASV_1006	Eukaryota	zzOther	NA	NA	NA	NA	NA
ASV_10060	Eukaryota	zzOther	zzOther	zzOther	zzOther	NA	NA
ASV_10061	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10062	Eukaryota	Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	NA	NA
ASV_10063	Eukaryota	Ciliophora	Oligohymenophorea	zzOther	zzOther	NA	NA
ASV_10064	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10065	Eukaryota	Choanoflagellata__p	Choanoflagellata	Acanthoecida	Stephanoecidae	zzOther	zzOther
ASV_10066	Eukaryota	Telonemida__c__p	Telonemida__c	Telonemida	zzOther	NA	NA
ASV_10067	Eukaryota	Dinophyceae__p	Dinophyceae	Gonyaulacales	Gonyaulacaceae	NA	NA
ASV_10068	Eukaryota	Ctenophora	Tentaculata	NA	NA	NA	NA
ASV_10069	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_1007	Eukaryota	zzOther	zzOther	NA	NA	NA	NA
ASV_10070	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10071	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10073	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	NA	NA
ASV_10074	Eukaryota	Acantharea__p	Acantharea	Arthracanthida	NA	NA	NA
ASV_10075	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	zzOther	NA	NA
ASV_10076	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Strombidinopsidae	NA	NA
ASV_10077	Eukaryota	Acantharea__p	Acantharea	Symphyacanthida	NA	NA	NA
ASV_10078	Eukaryota	Bigyra__p	Bigyra	zzOther	zzOther	zzOther	zzOther
ASV_10079	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_1008	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Leptocylindrales	Leptocylindraceae	Leptocylindrus	zzOther
ASV_10080	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10082	Eukaryota	Euglenozoa	Diplonemea	zzOther	zzOther	NA	NA
ASV_10083	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_10084	Eukaryota	Dinophyceae__p	Dinophyceae	zzOther	NA	NA	NA
ASV_10085	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	zzOther	zzOther	NA
ASV_10086	Eukaryota	Cercozoa	zzOther	zzOther	NA	NA	NA
ASV_10087	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10088	Eukaryota	Cryptophyceae__p	Cryptophyceae	zzOther	NA	NA	NA
ASV_10089	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_1009	Eukaryota	Dinophyceae__p	Dinophyceae	Coccidiniales	Chytriodiniaceae	NA	NA
ASV_10090	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10091	Eukaryota	Bigyra__p	Bigyra	zzOther	zzOther	NA	NA
ASV_10092	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10093	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	NA	NA	NA
ASV_10094	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10095	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10096	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10097	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10098	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_1010	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10100	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Peridiniopsidaceae	zzOther	zzOther
ASV_10101	Eukaryota	Ciliophora	Oligohymenophorea	Philasterida	Loxocephalidae	NA	NA
ASV_10102	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10103	Eukaryota	Dinophyceae__p	Dinophyceae	Gonyaulacales	NA	NA	NA
ASV_10104	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Kareniaceae	NA	NA
ASV_10105	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10106	Eukaryota	Cercozoa	Thecofilosea	zzOther	NA	NA	NA
ASV_10107	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10108	Eukaryota	zzOther	zzOther	zzOther	zzOther	NA	NA
ASV_10109	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	NA	NA	NA
ASV_1011	Eukaryota	zzOther	zzOther	zzOther	zzOther	zzOther	zzOther
ASV_10110	Eukaryota	Dinophyceae__p	Dinophyceae	zzOther	zzOther	NA	NA
ASV_10111	Eukaryota	Dinophyceae__p	Dinophyceae	Prorocentrales	NA	NA	NA
ASV_10112	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10113	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10114	Eukaryota	zzOther	NA	NA	NA	NA	NA
ASV_10116	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya sp_
ASV_10117	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10118	Eukaryota	zzOther	zzOther	zzOther	NA	NA	NA
ASV_1012	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10120	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10121	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	NA
ASV_10122	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10123	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10124	Eukaryota	Chrysophyceae__p	Chrysophyceae	Chromulinales	zzOther	NA	NA
ASV_10125	Eukaryota	Polycystinea__p	Polycystinea	Spumellaria	zzOther	zzOther	NA
ASV_10127	Eukaryota	Polycystinea__p	Polycystinea	Collodaria	Sphaerozoidae	NA	NA
ASV_10128	Eukaryota	Polycystinea__p	Polycystinea	Spumellaria	zzOther	NA	NA
ASV_10129	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_1013	Eukaryota	Haptophyta	Prymnesiales__c	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	zzOther
ASV_10130	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Warnowiaceae	zzOther	NA
ASV_10131	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	NA
ASV_10132	Eukaryota	Cryptophyceae__p	Cryptophyceae	zzOther	NA	NA	NA
ASV_10133	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10134	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	zzOther	zzOther	NA
ASV_10135	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10136	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Melosirales	Stephanopyxidaceae	NA	NA
ASV_10137	Eukaryota	zzOther	zzOther	zzOther	NA	NA	NA
ASV_10138	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10139	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_1014	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	zzOther	zzOther	zzOther
ASV_10140	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10141	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	NA
ASV_10142	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros eibenii
ASV_10143	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10144	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10145	Eukaryota	Haptophyta	NA	NA	NA	NA	NA
ASV_10146	Eukaryota	Polycystinea__p	Polycystinea	Spumellaria	zzOther	NA	NA
ASV_10147	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10148	Eukaryota	Dictyochophyceae__p	Dictyochophyceae	zzOther	zzOther	zzOther	NA
ASV_10149	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_1015	Eukaryota	zzOther	zzOther	zzOther	zzOther	NA	NA
ASV_10150	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10151	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10152	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Kareniaceae	NA	NA
ASV_10153	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10154	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10155	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_10156	Eukaryota	Ciliophora	Oligohymenophorea	Philasterida	NA	NA	NA
ASV_10157	Eukaryota	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	Oikopleura dioica
ASV_10159	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_1016	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_10160	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_10161	Eukaryota	Pirsoniales__c__p	Pirsoniales__c	Pirsoniales	Pirsonia__f	Pirsonia	Pirsonia guinardiae
ASV_10163	Eukaryota	Haptophyta	Prymnesiales__c	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	zzOther
ASV_10164	Eukaryota	Cercozoa	Thecofilosea	zzOther	zzOther	zzOther	NA
ASV_10166	Eukaryota	zzOther	zzOther	zzOther	NA	NA	NA
ASV_10167	Eukaryota	Dinophyceae__p	Dinophyceae	Coccidiniales	Chytriodiniaceae	NA	NA
ASV_10168	Eukaryota	zzOther	zzOther	zzOther	zzOther	NA	NA
ASV_10169	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Kryptoperidiniaceae	NA	NA
ASV_1017	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10170	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Bacteriastrum	NA
ASV_10171	Eukaryota	Polycystinea__p	Polycystinea	Spumellaria	NA	NA	NA
ASV_10172	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10173	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	zzOther	zzOther	NA
ASV_10174	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	zzOther	zzOther	NA
ASV_10175	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10176	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10177	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10178	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10179	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_1018	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10181	Eukaryota	Arthropoda	Thecostraca	zzOther	NA	NA	NA
ASV_10182	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_10183	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	zzOther	NA	NA
ASV_10184	Eukaryota	Pirsoniales__c__p	Pirsoniales__c	Pirsoniales	NA	NA	NA
ASV_10185	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10186	Eukaryota	Haptophyta	Prymnesiales__c	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	zzOther
ASV_10187	Eukaryota	Cercozoa	Thecofilosea	zzOther	NA	NA	NA
ASV_10188	Eukaryota	Arthropoda	zzOther	zzOther	zzOther	zzOther	zzOther
ASV_10189	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Kareniaceae	NA	NA
ASV_10190	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	Warnowia sp_
ASV_10191	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	zzOther	NA	NA
ASV_10192	Eukaryota	Telonemida__c__p	Telonemida__c	Telonemida	Telonema__f	zzOther	NA
ASV_10193	Eukaryota	zzOther	NA	NA	NA	NA	NA
ASV_10194	Eukaryota	zzOther	NA	NA	NA	NA	NA
ASV_10195	Eukaryota	Annelida	Polychaeta	Sabellida	zzOther	zzOther	zzOther
ASV_10196	Eukaryota	Dinophyceae__p	Dinophyceae	Prorocentrales	zzOther	zzOther	NA
ASV_10197	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10198	Eukaryota	zzOther	zzOther	zzOther	zzOther	zzOther	NA
ASV_10199	Eukaryota	Ciliophora	Oligohymenophorea	Philasterida	NA	NA	NA
ASV_1020	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA
ASV_10200	Eukaryota	Bacillariophyta	zzOther	zzOther	zzOther	NA	NA
ASV_10201	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10202	Eukaryota	Haptophyta	Prymnesiales__c	Prymnesiales	zzOther	NA	NA
ASV_10203	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10204	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV_10205	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10206	Eukaryota	Arthropoda	zzOther	zzOther	NA	NA	NA
ASV_10207	Eukaryota	zzOther	zzOther	zzOther	NA	NA	NA
ASV_10208	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10209	Eukaryota	Rhodophyta	zzOther	zzOther	NA	NA	NA
ASV_1021	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10210	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis
ASV_10211	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10212	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10213	Eukaryota	Arthropoda	Hexanauplia	Calanoida	zzOther	zzOther	zzOther
ASV_10214	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10215	Eukaryota	Cercozoa	Imbricatea	Thaumatomonadida	zzOther	NA	NA
ASV_10216	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10217	Eukaryota	Mollusca	Bivalvia	zzOther	NA	NA	NA
ASV_10218	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Kareniaceae	zzOther	zzOther
ASV_10219	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus acuspes
ASV_1022	Eukaryota	Dinophyceae__p	Dinophyceae	Suessiales	NA	NA	NA
ASV_10221	Eukaryota	Cercozoa	Thecofilosea	zzOther	zzOther	zzOther	zzOther
ASV_10222	Eukaryota	Dinophyceae__p	Dinophyceae	zzOther	zzOther	NA	NA
ASV_10223	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Gymnodiniaceae	zzOther	NA
ASV_10224	Eukaryota	Chlorophyta	zzOther	NA	NA	NA	NA
ASV_10225	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10226	Eukaryota	Bigyra__p	Bigyra	zzOther	zzOther	zzOther	zzOther
ASV_10227	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Kareniaceae	NA	NA
ASV_10228	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya sp_
ASV_10229	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_1023	Eukaryota	Bigyra__p	Bigyra	Nanomonadea	zzOther	zzOther	zzOther
ASV_10230	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Gymnodiniaceae	NA	NA
ASV_10231	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_10232	Eukaryota	Dictyochophyceae__p	Dictyochophyceae	zzOther	zzOther	zzOther	NA
ASV_10233	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	NA
ASV_10234	Eukaryota	Arthropoda	Hexanauplia	Calanoida	zzOther	zzOther	NA
ASV_10235	Eukaryota	Polycystinea__p	Polycystinea	Nassellaria	zzOther	zzOther	zzOther
ASV_10236	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10237	Eukaryota	Chordata	Appendicularia	Copelata	zzOther	NA	NA
ASV_10238	Eukaryota	zzOther	zzOther	zzOther	zzOther	zzOther	zzOther
ASV_10239	Eukaryota	Ciliophora	zzOther	zzOther	zzOther	NA	NA
ASV_1024	Eukaryota	Cercozoa	Imbricatea	Thaumatomonadida	Thaumatomastigidae	zzOther	NA
ASV_10240	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	NA	NA
ASV_10241	Eukaryota	zzOther	NA	NA	NA	NA	NA
ASV_10242	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	Pelagostrobilidium	NA
ASV_10243	Eukaryota	Polycystinea__p	Polycystinea	NA	NA	NA	NA
ASV_10244	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_10245	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	NA	NA	NA
ASV_10246	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10247	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	NA
ASV_10248	Eukaryota	Chordata	zzOther	zzOther	NA	NA	NA
ASV_10249	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	NA	NA
ASV_1025	Eukaryota	zzOther	zzOther	NA	NA	NA	NA
ASV_10250	Eukaryota	Chrysophyceae__p	Chrysophyceae	NA	NA	NA	NA
ASV_10251	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	NA
ASV_10252	Eukaryota	Annelida	Polychaeta	zzOther	zzOther	zzOther	zzOther
ASV_10253	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10254	Eukaryota	Chordata	zzOther	NA	NA	NA	NA
ASV_10255	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10256	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Kareniaceae	NA	NA
ASV_10257	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Temoridae	zzOther	zzOther
ASV_10258	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	zzOther	zzOther	zzOther
ASV_10259	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_1026	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	zzOther
ASV_10260	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	zzOther	NA
ASV_10261	Eukaryota	Polycystinea__p	Polycystinea	Nassellaria	Plagiacanthidae	zzOther	NA
ASV_10262	Eukaryota	Annelida	Polychaeta	Terebellida	Ampharetidae	zzOther	NA
ASV_10263	Eukaryota	Acantharea__p	Acantharea	Chaunacanthida	NA	NA	NA
ASV_10264	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
